name,year,genre,runtime,rating,num_votes,revenue,director,actor1,actor2,actor3,rated
42,2013,Biography,128,7.6,54735,95000000.0,Brian Helgeland,Chadwick Boseman,T.R. Knight,Harrison Ford,PG_13
unbreakable,2000,Drama,106,7.2,215339,95000000.0,M. Night Shyamalan,Bruce Willis,Samuel L. Jackson,Robin Wright,PG_13
flashdance,1983,Drama,95,6,28819,94900000.0,Adrian Lyne,Jennifer Beals,Michael Nouri,Lilia Skala,R
the book of eli,2010,Action,118,6.9,187021,94800000.0,Albert Hughes,Allen Hughes,Denzel Washington,Mila Kunis,R
beverly hills chihuahua,2008,Adventure,91,3.7,16245,94500000.0,Raja Gosnell,Drew Barrymore,George Lopez,Piper Perabo,PG
saturday night fever,1977,Drama,118,6.8,45470,94200000.0,John Badham,John Travolta,Karen Lynn Gorney,Barry Miller,R
the color purple,1985,Drama,154,7.8,52807,94200000.0,Steven Spielberg,Danny Glover,Whoopi Goldberg,Oprah Winfrey,PG_13
master and commander: the far side of the world,2003,Action,138,7.4,149268,93900000.0,Peter Weir,Russell Crowe,Paul Bettany,Billy Boyd,PG_13
maid in manhattan,2002,Comedy,105,4.9,58983,93800000.0,Wayne Wang,Jennifer Lopez,Ralph Fiennes,Natasha Richardson,PG_13
the mask of zorro,1998,Action,136,6.7,115124,93800000.0,Martin Campbell,Antonio Banderas,Anthony Hopkins,Catherine Zeta-Jones,PG_13
flight,2012,Drama,138,7.3,222154,93700000.0,Robert Zemeckis,Denzel Washington,Nadine Velazquez,Don Cheadle,R
lady and the tramp,1955,Animation,76,7.4,58240,93600000.0,Clyde Geronimi,Wilfred Jackson,Barbara Luddy,Larry Roberts,APPROVED
the fighter,2010,Biography,116,7.9,224626,93600000.0,David O. Russell,Mark Wahlberg,Christian Bale,Amy Adams,R
the bucket list,2007,Adventure,97,7.4,156640,93500000.0,Rob Reiner,Jack Nicholson,Morgan Freeman,Sean Hayes,PG_13
two weeks notice,2002,Comedy,101,6,73144,93300000.0,Marc Lawrence,Sandra Bullock,Hugh Grant,Alicia Witt,PG_13
the poseidon adventure,1972,Action,117,7.1,29411,93300000.0,Ronald Neame,Gene Hackman,Ernest Borgnine,Shelley Winters,PG
elysium,2013,Action,109,6.7,247409,93100000.0,Neill Blomkamp,Matt Damon,Jodie Foster,Sharlto Copley,R
flubber,1997,Comedy,93,5,50472,93000000.0,Les Mayfield,Robin Williams,Marcia Gay Harden,Christopher McDonald,PG
red dragon,2002,Crime,124,7.2,179649,92900000.0,Brett Ratner,Anthony Hopkins,Edward Norton,Ralph Fiennes,R
when harry met sally...,1989,Comedy,96,7.6,128240,92800000.0,Rob Reiner,Billy Crystal,Meg Ryan,Carrie Fisher,R
the town,2010,Crime,125,7.6,242892,92200000.0,Ben Affleck,Ben Affleck,Rebecca Hall,Jon Hamm,R
the client,1994,Crime,119,6.7,40366,92100000.0,Joel Schumacher,Susan Sarandon,Tommy Lee Jones,Brad Renfro,PG_13
star trek: first contact,1996,Action,111,7.6,87952,92000000.0,Jonathan Frakes,Patrick Stewart,Jonathan Frakes,Brent Spiner,PG_13
think like a man,2012,Comedy,122,6.6,28098,91500000.0,Tim Story,Chris Brown,Gabrielle Union,Kevin Hart,PG_13
kindergarten cop,1990,Action,111,6,90840,91500000.0,Ivan Reitman,Arnold Schwarzenegger,Penelope Ann Miller,Pamela Reed,PG_13
heaven is for real,2014,Drama,99,5.7,14597,91400000.0,Randall Wallace,Greg Kinnear,Kelly Reilly,Thomas Haden Church,PG
non-stop,2014,Action,106,7,133934,91400000.0,Jaume Collet-Serra,Liam Neeson,Julianne Moore,Scoot McNairy,PG_13
crimson tide,1995,Action,116,7.3,70550,91400000.0,Tony Scott,Gene Hackman,Denzel Washington,Matt Craven,R
back to school,1986,Comedy,96,6.5,18847,91300000.0,Alan Metter,Rodney Dangerfield,Sally Kellerman,Burt Young,PG_13
the haunting,1999,Fantasy,113,4.8,52675,91200000.0,Jan de Bont,Liam Neeson,Catherine Zeta-Jones,Owen Wilson,PG_13
the haunting,1963,Horror,112,7.6,22888,91200000.0,Jan de Bont,Liam Neeson,Catherine Zeta-Jones,Owen Wilson,PG_13
save the last dance,2001,Drama,112,6.1,42127,91000000.0,Thomas Carter,Julia Stiles,Sean Patrick Thomas,Kerry Washington,PG_13
stepmom,1998,Comedy,124,6.6,39210,91000000.0,Chris Columbus,Julia Roberts,Susan Sarandon,Ed Harris,PG_13
the karate kid,1984,Action,126,7.2,101035,90800000.0,John G. Avildsen,Ralph Macchio,Pat Morita,Elisabeth Shue,PG
the karate kid,2010,Action,140,6.2,98508,90800000.0,John G. Avildsen,Ralph Macchio,Pat Morita,Elisabeth Shue,PG
prince of persia: the sands of time,2010,Action,116,6.6,183049,90800000.0,Mike Newell,Jake Gyllenhaal,Gemma Arterton,Ben Kingsley,PG_13
scary movie 4,2006,Comedy,83,5.1,81192,90700000.0,David Zucker,Anna Faris,Regina Hall,Craig Bierko,PG_13
antz,1998,Animation,83,6.6,106386,90600000.0,Eric Darnell,Tim Johnson,Woody Allen,Sharon Stone,PG
the game plan,2007,Comedy,110,6.2,36104,90600000.0,Andy Fickman,Dwayne Johnson,Kyra Sedgwick,Madison Pettis,PG
high school musical 3: senior year,2008,Comedy,112,4.3,36856,90600000.0,Kenny Ortega,Zac Efron,Vanessa Hudgens,Ashley Tisdale,G
madea goes to jail,2009,Comedy,103,4,8761,90500000.0,Tyler Perry,Tyler Perry,Keshia Knight Pulliam,Derek Luke,PG_13
space cowboys,2000,Action,130,6.4,52752,90500000.0,Clint Eastwood,Clint Eastwood,Tommy Lee Jones,Donald Sutherland,PG_13
space jam,1996,Animation,88,6.2,85269,90400000.0,Joe Pytka,Michael Jordan,Wayne Knight,Theresa Randle,PG
trading places,1983,Comedy,116,7.5,85859,90400000.0,John Landis,Eddie Murphy,Dan Aykroyd,Ralph Bellamy,R
red,2010,Action,111,7.1,201813,90400000.0,Robert Schwentke,Bruce Willis,Helen Mirren,Morgan Freeman,PG_13
red,2008,Drama,93,7.1,8411,90400000.0,Robert Schwentke,Bruce Willis,Helen Mirren,Morgan Freeman,PG_13
the scorpion king,2002,Action,92,5.5,83719,90300000.0,Chuck Russell,Dwayne Johnson,Steven Brand,Michael Clarke Duncan,PG_13
planes,2013,Animation,91,5.7,28070,90300000.0,Klay Hall,Carlos Alazraqui,Dane Cook,Stacy Keach,PG
mystic river,2003,Crime,138,8,294571,90100000.0,Clint Eastwood,Sean Penn,Tim Robbins,Kevin Bacon,R
flightplan,2005,Action,98,6.2,110062,89700000.0,Robert Schwentke,Jodie Foster,Peter Sarsgaard,Sean Bean,PG_13
father of the bride,1991,Comedy,105,6.4,48624,89300000.0,Charles Shyer,Steve Martin,Diane Keaton,Martin Short,PG
father of the bride,1950,Comedy,92,7.3,6740,89300000.0,Charles Shyer,Steve Martin,Diane Keaton,Martin Short,PG
the lone ranger,2013,Action,149,6.5,148761,89300000.0,Gore Verbinski,Johnny Depp,Armie Hammer,William Fichtner,PG_13
scream 3,2000,Horror,116,5.5,83829,89100000.0,Wes Craven,David Arquette,Neve Campbell,Courteney Cox,R
oblivion,2013,Action,124,7,292189,89000000.0,Joseph Kosinski,Tom Cruise,Morgan Freeman,Andrea Riseborough,PG_13
the ugly truth,2009,Comedy,96,6.5,132033,88900000.0,Robert Luketic,Katherine Heigl,Gerard Butler,Bree Turner,R
failure to launch,2006,Comedy,97,5.6,49956,88700000.0,Tom Dey,Matthew McConaughey,Sarah Jessica Parker,Kathy Bates,PG_13
the muppets,2011,Comedy,103,7.2,67394,88600000.0,James Bobin,Amy Adams,Jason Segel,Chris Cooper,PG
inside man,2006,Crime,129,7.7,236119,88500000.0,Spike Lee,Denzel Washington,Clive Owen,Jodie Foster,R
waterworld,1995,Action,135,6,122740,88200000.0,Kevin Reynolds,Kevin Costner,Jeanne Tripplehorn,Dennis Hopper,PG_13
the hand that rocks the cradle,1992,Drama,110,6.5,25464,88000000.0,Curtis Hanson,Annabella Sciorra,Rebecca De Mornay,Matt McCoy,R
along came polly,2004,Comedy,90,5.9,95057,87900000.0,John Hamburg,Ben Stiller,Jennifer Aniston,Debra Messing,PG_13
entrapment,1999,Action,113,6.2,75870,87700000.0,Jon Amiel,Sean Connery,Catherine Zeta-Jones,Ving Rhames,PG_13
back to the future part iii,1990,Adventure,118,7.4,203294,87700000.0,Robert Zemeckis,Michael J. Fox,Christopher Lloyd,Mary Steenburgen,PG
peter pan,1953,Animation,77,7.4,59330,87400000.0,Clyde Geronimi,Wilfred Jackson,Bobby Driscoll,Kathryn Beaumont,APPROVED
peter pan,2003,Adventure,113,6.9,45845,87400000.0,Clyde Geronimi,Wilfred Jackson,Bobby Driscoll,Kathryn Beaumont,APPROVED
pineapple express,2008,Action,111,7,203690,87300000.0,David Gordon Green,Seth Rogen,James Franco,Gary Cole,R
out of africa,1985,Biography,161,7.2,42310,87100000.0,Sydney Pollack,Meryl Streep,Robert Redford,Klaus Maria Brandauer,PG
saw ii,2005,Horror,93,6.6,160600,87000000.0,Darren Lynn Bousman,Donnie Wahlberg,Beverley Mitchell,Franky G,R
the campaign,2012,Comedy,85,6.2,93408,86900000.0,Jay Roach,Will Ferrell,Zach Galifianakis,Jason Sudeikis,R
the amityville horror,2005,Drama,90,6,68314,86400000.0,Stuart Rosenberg,James Brolin,Margot Kidder,Rod Steiger,R
the amityville horror,1979,Drama,117,6.2,24146,86400000.0,Stuart Rosenberg,James Brolin,Margot Kidder,Rod Steiger,R
presumed innocent,1990,Crime,127,6.9,25610,86300000.0,Alan J. Pakula,Harrison Ford,Raul Julia,Greta Scacchi,R
young frankenstein,1974,Comedy,106,8.1,98432,86300000.0,Mel Brooks,Gene Wilder,Madeline Kahn,Marty Feldman,PG
mean girls,2004,Comedy,97,7,189210,86000000.0,Mark Waters,Lindsay Lohan,Jonathan Bennett,Rachel McAdams,TV_14
spy kids 2: island of lost dreams,2002,Action,100,5.1,36948,85600000.0,Robert Rodriguez,Alexa PenaVega,Daryl Sabara,Antonio Banderas,PG
real steel,2011,Action,127,7.1,215186,85500000.0,Shawn Levy,Hugh Jackman,Evangeline Lilly,Dakota Goyo,PG_13
the spongebob squarepants movie,2004,Animation,87,6.9,45016,85400000.0,Stephen Hillenburg,Mark Osborne,Jeffrey Tambor,Rodger Bumpass,PG
brother bear,2003,Animation,85,6.7,53927,85300000.0,Aaron Blaise,Robert Walker,Joaquin Phoenix,Jeremy Suarez,G
stripes,1981,Comedy,106,6.9,39334,85300000.0,Ivan Reitman,Bill Murray,John Candy,Harold Ramis,R
aliens,1986,Action,137,8.4,391627,85200000.0,James Cameron,Sigourney Weaver,Michael Biehn,Carrie Henn,R
the expendables 2,2012,Action,103,6.7,206538,85000000.0,Simon West,Sylvester Stallone,Liam Hemsworth,Randy Couture,R
dangerous minds,1995,Biography,99,6.3,32952,84900000.0,John N. Smith,Michelle Pfeiffer,George Dzundza,Courtney B. Vance,R
paranormal activity 2,2010,Horror,91,5.7,68471,84700000.0,Tod Williams,Katie Featherston,Micah Sloat,Molly Ephraim,R
tammy,2014,Comedy,97,4.8,16155,84500000.0,Ben Falcone,Melissa McCarthy,Susan Sarandon,Kathy Bates,R
the santa clause 3: the escape clause,2006,Adventure,97,4.6,16287,84500000.0,Michael Lembeck,Tim Allen,Martin Short,Elizabeth Mitchell,G
open season,2006,Animation,83,6.2,54077,84300000.0,Roger Allers,Jill Culton,Ashton Kutcher,Martin Lawrence,PG
scooby-doo 2: monsters unleashed,2004,Animation,93,4.9,27516,84200000.0,Raja Gosnell,Freddie Prinze Jr.,Sarah Michelle Gellar,Matthew Lillard,PG
anchorman: the legend of ron burgundy,2004,Comedy,94,7.3,219171,84100000.0,Adam McKay,Will Ferrell,Christina Applegate,Steve Carell,UNRATED
cliffhanger,1993,Action,112,6.3,81809,84000000.0,Renny Harlin,Sylvester Stallone,John Lithgow,Michael Rooker,R
atlantis: the lost empire,2001,Animation,95,6.7,56115,84000000.0,Gary Trousdale,Kirk Wise,Michael J. Fox,Jim Varney,TV_PG
annabelle,2014,Horror,99,5.6,34564,84000000.0,John R. Leonetti,Ward Horton,Annabelle Wallis,Alfre Woodard,R
the other woman,2014,Comedy,109,6.1,65245,83900000.0,Nick Cassavetes,Cameron Diaz,Leslie Mann,Kate Upton,PG_13
the other woman,2009,Drama,102,6.4,12843,83900000.0,Nick Cassavetes,Cameron Diaz,Leslie Mann,Kate Upton,PG_13
the x files,1998,Mystery,121,6.9,71791,83900000.0,Rob Bowman,David Duchovny,Gillian Anderson,John Neville,PG_13
up in the air,2009,Drama,109,7.5,237909,83800000.0,Jason Reitman,George Clooney,Vera Farmiga,Anna Kendrick,R
steel magnolias,1989,Comedy,117,7.2,29623,83800000.0,Herbert Ross,Shirley MacLaine,Olympia Dukakis,Sally Field,PG
the war of the roses,1989,Comedy,116,6.8,32251,83700000.0,Danny DeVito,Michael Douglas,Kathleen Turner,Danny DeVito,R
wrath of the titans,2012,Action,99,5.8,129817,83600000.0,Jonathan Liebesman,Sam Worthington,Liam Neeson,Rosamund Pike,PG_13
insidious: chapter 2,2013,Horror,106,6.6,70736,83600000.0,James Wan,Patrick Wilson,Rose Byrne,Barbara Hershey,PG_13
battle los angeles,2011,Action,116,5.8,141531,83600000.0,Jonathan Liebesman,Aaron Eckhart,Michelle Rodriguez,Bridget Moynahan,PG_13
immortals,2011,Action,110,6.1,121497,83500000.0,Tarsem Singh,Henry Cavill,Mickey Rourke,John Hurt,R
airplane!,1980,Comedy,88,7.8,133991,83400000.0,Jim Abrahams,David Zucker,Robert Hays,Julie Hagerty,PG
under siege,1992,Action,103,6.4,52864,83400000.0,Andrew Davis,Steven Seagal,Gary Busey,Tommy Lee Jones,R
saving mr. banks,2013,Biography,125,7.6,84912,83300000.0,John Lee Hancock,Emma Thompson,Tom Hanks,Annie Rose Buckley,PG_13
patriot games,1992,Action,117,6.9,70411,83300000.0,Phillip Noyce,Harrison Ford,Sean Bean,Anne Archer,R
valkyrie,2008,Drama,121,7.1,153391,83100000.0,Bryan Singer,Tom Cruise,Bill Nighy,Carice van Houten,PG_13
brokeback mountain,2005,Drama,134,7.7,224769,83000000.0,Ang Lee,Jake Gyllenhaal,Heath Ledger,Michelle Williams,R
turbo,2013,Animation,96,6.5,47127,83000000.0,David Soren,Ryan Reynolds,Paul Giamatti,Maya Rudolph,PG
disclosure,1994,Drama,128,6,30979,83000000.0,Barry Levinson,Michael Douglas,Demi Moore,Donald Sutherland,R
monster-in-law,2005,Comedy,101,5.4,36614,82900000.0,Robert Luketic,Jennifer Lopez,Michael Vartan,Jane Fonda,PG_13
days of thunder,1990,Action,107,5.8,51218,82700000.0,Tony Scott,Tom Cruise,Nicole Kidman,Robert Duvall,PG_13
the descendants,2011,Comedy,115,7.4,181038,82600000.0,Alexander Payne,George Clooney,Shailene Woodley,Amara Miller,R
cheaper by the dozen 2,2005,Adventure,94,5.4,35164,82600000.0,Adam Shankman,Steve Martin,Bonnie Hunt,Hilary Duff,PG
dracula,1992,Horror,128,7.5,121304,82500000.0,Francis Ford Coppola,Gary Oldman,Winona Ryder,Anthony Hopkins,R
dracula,1979,Horror,109,6.4,6196,82500000.0,Francis Ford Coppola,Gary Oldman,Winona Ryder,Anthony Hopkins,R
are we there yet?,2005,Adventure,95,4.5,18825,82300000.0,Brian Levant,Ice Cube,Nia Long,Aleisha Allen,PG
star trek: the motion picture,1979,Adventure,132,6.4,53988,82300000.0,Robert Wise,William Shatner,Leonard Nimoy,DeForest Kelley,G
bridge to terabithia,2007,Adventure,96,7.2,92572,82200000.0,Gabor Csupo,Josh Hutcherson,AnnaSophia Robb,Zooey Deschanel,PG
the pink panther,2006,Adventure,93,5.5,56382,82200000.0,Shawn Levy,Steve Martin,Kevin Kline,Jean Reno,PG
the pink panther,1963,Comedy,115,7.2,33183,82200000.0,Shawn Levy,Steve Martin,Kevin Kline,Jean Reno,PG
freddy vs. jason,2003,Horror,97,5.8,77829,82200000.0,Ronny Yu,Robert Englund,Ken Kirzinger,Kelly Rowland,TV_14
beowulf,2007,Animation,115,6.3,129114,82200000.0,Robert Zemeckis,Ray Winstone,Crispin Glover,Angelina Jolie,PG_13
beowulf,1999,Action,95,3.9,8897,82200000.0,Robert Zemeckis,Ray Winstone,Crispin Glover,Angelina Jolie,PG_13
blade ii,2002,Action,117,6.7,130821,81600000.0,Guillermo del Toro,Wesley Snipes,Kris Kristofferson,Ron Perlman,R
mash,1970,Comedy,116,7.7,48970,81600000.0,Robert Altman,Donald Sutherland,Elliott Gould,Tom Skerritt,R
eight below,2006,Adventure,120,7.3,41258,81600000.0,Frank Marshall,Paul Walker,Jason Biggs,Bruce Greenwood,PG
unstoppable,2010,Action,98,6.8,124723,81600000.0,Tony Scott,Denzel Washington,Chris Pine,Rosario Dawson,PG_13
unstoppable,2004,Action,96,4.9,3697,81600000.0,Tony Scott,Denzel Washington,Chris Pine,Rosario Dawson,PG_13
payback,1999,Action,100,7.1,99350,81500000.0,Brian Helgeland,Mel Gibson,Gregg Henry,Maria Bello,R
die hard,1988,Action,131,8.3,475099,81400000.0,John McTiernan,Bruce Willis,Alan Rickman,Bonnie Bedelia,R
the talented mr. ripley,1999,Drama,139,7.3,117860,81300000.0,Anthony Minghella,Matt Damon,Gwyneth Paltrow,Jude Law,R
school of rock,2003,Comedy,108,7.1,172652,81300000.0,Richard Linklater,Jack Black,Mike White,Joan Cusack,PG_13
police academy,1984,Comedy,96,6.6,74026,81200000.0,Hugh Wilson,Steve Guttenberg,G.W. Bailey,Kim Cattrall,R
21,2008,Biography,123,6.8,169565,81200000.0,Robert Luketic,Jim Sturgess,Kate Bosworth,Kevin Spacey,PG_13
snow dogs,2002,Adventure,99,5.1,17021,81200000.0,Brian Levant,Cuba Gooding Jr.,James Coburn,SisqÃ³,PG
while you were sleeping,1995,Comedy,103,6.6,60516,81100000.0,Jon Turteltaub,Sandra Bullock,Bill Pullman,Peter Gallagher,PG
congo,1995,Action,109,5,30568,81000000.0,Frank Marshall,Laura Linney,Tim Curry,Dylan Walsh,PG_13
jimmy neutron: boy genius,2001,Animation,82,6,20296,80900000.0,John A. Davis,Debi Derryberry,Rob Paulsen,Megan Cavanagh,G
another 48 hrs.,1990,Action,93,5.7,24986,80800000.0,Walter Hill,Eddie Murphy,Nick Nolte,Brion James,R
moonstruck,1987,Comedy,102,7.1,30330,80600000.0,Norman Jewison,Cher,Nicolas Cage,Olympia Dukakis,PG
eat pray love,2010,Drama,133,5.6,51190,80600000.0,Ryan Murphy,Julia Roberts,Javier Bardem,Richard Jenkins,R
zookeeper,2011,Comedy,102,5.2,37310,80400000.0,Frank Coraci,Kevin James,Rosario Dawson,Leslie Bibb,PG
fury,2014,Action,134,8,66940,81900000.0,David Ayer,Brad Pitt,Shia LaBeouf,Logan Lerman,R
avp: alien vs. predator,2004,Action,101,5.5,120745,80300000.0,Paul W.S. Anderson,Sanaa Lathan,Lance Henriksen,Raoul Bova,TV_14
what happens in vegas,2008,Comedy,99,6.1,119770,80300000.0,Tom Vaughan,Cameron Diaz,Ashton Kutcher,Rob Corddry,PG_13
the dukes of hazzard,2005,Action,104,5,60367,80300000.0,Jay Chandrasekhar,Seann William Scott,Johnny Knoxville,Jessica Simpson,UNRATED
the wedding singer,1998,Comedy,95,6.8,94935,80200000.0,Frank Coraci,Adam Sandler,Drew Barrymore,Christine Taylor,PG_13
nacho libre,2006,Comedy,92,5.7,58255,80200000.0,Jared Hess,Jack Black,Ana de la Reguera,HÃ©ctor JimÃ©nez,PG
jumper,2008,Action,88,6,206444,80200000.0,Doug Liman,Hayden Christensen,Samuel L. Jackson,Jamie Bell,PG_13
saw iii,2006,Horror,108,6.2,119636,80200000.0,Darren Lynn Bousman,Tobin Bell,Shawnee Smith,Angus Macfadyen,UNRATED
the texas chainsaw massacre,2003,Horror,98,6.2,94363,80100000.0,Marcus Nispel,Jessica Biel,Jonathan Tucker,Andrew Bryniarski,R
fried green tomatoes,1991,Drama,130,7.6,44477,80100000.0,Jon Avnet,Kathy Bates,Jessica Tandy,Mary Stuart Masterson,PG_13
disturbia,2007,Drama,105,6.9,168229,80100000.0,D.J. Caruso,Shia LaBeouf,David Morse,Carrie-Anne Moss,R
cloverfield,2008,Action,85,7.1,247256,80000000.0,Matt Reeves,Mike Vogel,Jessica Lucas,Lizzy Caplan,TV_14
jack reacher,2012,Action,130,7,178560,80000000.0,Christopher McQuarrie,Tom Cruise,Rosamund Pike,Richard Jenkins,PG_13
dear john,2010,Drama,108,6.3,72199,80000000.0,Lasse HallstrÃ¶m,Channing Tatum,Amanda Seyfried,Richard Jenkins,PG_13
footloose,1984,Drama,107,6.4,41746,80000000.0,Herbert Ross,Kevin Bacon,Lori Singer,John Lithgow,R
footloose,2011,Comedy,113,5.8,30313,80000000.0,Herbert Ross,Kevin Bacon,Lori Singer,John Lithgow,R
the ten commandments,1956,Adventure,220,7.9,40813,80000000.0,Cecil B. DeMille,Charlton Heston,Yul Brynner,Anne Baxter,APPROVED
knowing,2009,Action,121,6.2,164508,79900000.0,Alex Proyas,Nicolas Cage,Chandler Canterbury,Rose Byrne,PG_13
war horse,2011,Drama,146,7.2,96906,79900000.0,Steven Spielberg,Jeremy Irvine,Emily Watson,David Thewlis,PG_13
the golden child,1986,Action,94,5.8,33864,79800000.0,Michael Ritchie,Eddie Murphy,J.L. Reate,Charles Dance,PG_13
dark shadows,2012,Comedy,113,6.3,164741,79700000.0,Tim Burton,Johnny Depp,Michelle Pfeiffer,Eva Green,PG_13
earthquake,1974,Action,123,5.8,8769,79700000.0,Mark Robson,Charlton Heston,Ava Gardner,George Kennedy,PG
wargames,1983,Sci-Fi,114,7.1,63816,79600000.0,John Badham,Matthew Broderick,Ally Sheedy,John Wood,PG
hannah montana: the movie,2009,Comedy,102,4,27484,79600000.0,Peter Chelsom,Miley Cyrus,Emily Osment,Billy Ray Cyrus,G
the day the earth stood still,2008,Drama,104,5.5,124265,79400000.0,Scott Derrickson,Keanu Reeves,Jennifer Connelly,Kathy Bates,PG_13
the day the earth stood still,1951,Sci-Fi,92,7.8,58199,79400000.0,Scott Derrickson,Keanu Reeves,Jennifer Connelly,Kathy Bates,PG_13
limitless,2011,Mystery,105,7.4,330743,79200000.0,Neil Burger,Bradley Cooper,Anna Friel,Abbie Cornish,PG_13
cape fear,1991,Crime,128,7.3,109731,79100000.0,Martin Scorsese,Robert De Niro,Nick Nolte,Jessica Lange,R
cape fear,1962,Drama,105,7.8,17953,79100000.0,Martin Scorsese,Robert De Niro,Nick Nolte,Jessica Lange,R
city of angels,1998,Drama,114,6.7,82375,78700000.0,Brad Silberling,Nicolas Cage,Meg Ryan,Andre Braugher,PG_13
teenage mutant ninja turtles ii: the secret of the ooze,1991,Action,88,5.9,37776,78700000.0,Michael Pressman,Paige Turco,David Warner,Michelan Sisti,PG
the english patient,1996,Drama,162,7.4,120197,78700000.0,Anthony Minghella,Ralph Fiennes,Juliette Binoche,Willem Dafoe,R
a.i. artificial intelligence,2001,Adventure,146,7.1,203528,78600000.0,Steven Spielberg,Haley Joel Osment,Jude Law,Frances O'Connor,PG_13
cocktail,1988,Comedy,104,5.7,49845,78200000.0,Roger Donaldson,Tom Cruise,Bryan Brown,Elisabeth Shue,R
cocktail,2012,Comedy,146,6.1,8121,78200000.0,Roger Donaldson,Tom Cruise,Bryan Brown,Elisabeth Shue,R
we were soldiers,2002,Action,138,7.1,84755,78100000.0,Randall Wallace,Mel Gibson,Madeleine Stowe,Greg Kinnear,R
the naked gun: from the files of police squad!,1988,Comedy,85,7.6,94145,78000000.0,David Zucker,Leslie Nielsen,Priscilla Presley,O.J. Simpson,PG_13
the monuments men,2014,Drama,118,6.1,71946,78000000.0,George Clooney,George Clooney,Matt Damon,Bill Murray,PG_13
tower heist,2011,Action,104,6.2,96524,78000000.0,Brett Ratner,Eddie Murphy,Ben Stiller,Casey Affleck,PG_13
backdraft,1991,Action,137,6.7,51496,77900000.0,Ron Howard,Kurt Russell,William Baldwin,Robert De Niro,R
man on fire,2004,Action,146,7.8,225300,77900000.0,Tony Scott,Denzel Washington,Christopher Walken,Dakota Fanning,R
